Name,City,Country,Cuisine,Awards,Source Lists
Casa Mané,,,"Seafood, Regional Cuisine",,
La Martina,,,Traditional Cuisine,,
Casa Toni,,,Contemporary,,
Alba,,,Contemporary,,
Perro Limón,,,Fusion,,
La Taberna de Mike Palmer,,,Traditional Cuisine,,
La Taberna de Cuatro Caminos,,,"Regional Cuisine, Traditional Cuisine",,
El Molino,,,Contemporary,,
Granero,,,Traditional Cuisine,,
La Tarara,,,Contemporary,,
Alma Ezequiel Montilla,,,International,,
Berbena,,,Creative,,
La Cartería,,,"Traditional Cuisine, Modern Cuisine",,
Vinoteca Moratín,,,Traditional Cuisine,,
Casa Marco,,,Traditional Cuisine,,
Carmen,,,"Seasonal Cuisine, Farm to table",,
La MaMá,,,Traditional Cuisine,,
Terra Palencia,,,Contemporary,,
Farragua,,,Modern Cuisine,,
es.TABLE,,,Contemporary,,
La Oveja Negra,,,Contemporary,,
El Recetario,,,Contemporary,,
El Racó de Pere i Pepa,,,Traditional Cuisine,,
Lalola de Javi Abascal,,,Traditional Cuisine,,
Mesón Nelia,,,Contemporary,,
Terra Olea,,,"Contemporary, Andalusian",,
12 Tapas,,,Contemporary,,
Tabula Rasa,,,Traditional Cuisine,,
El Merca'o,,,Traditional Cuisine,,
Villa de Oro,,,Seafood,,
Pan de Cuco,,,"Farm to table, Regional Cuisine",,
Ca´n Boqueta,,,"Regional Cuisine, Modern Cuisine",,
Las Tortillas de Gabino,,,Traditional Cuisine,,
El Envero,,,Modern Cuisine,,
Arrieros,,,Regional Cuisine,,
Aureum by Picualia,,,Traditional Cuisine,,
Kàran Bistró,,,Creative,,
Can Xapes,,,Contemporary,,
Mas Concas,,,Mediterranean Cuisine,,
Natxo Sellés,,,Traditional Cuisine,,
Arotxa,,,Traditional Cuisine,,
Mesón Octavio,,,Traditional Cuisine,,
Frisone,,,"Traditional Cuisine, Contemporary",,
Kimtxu,,,Fusion,,
Prada a Tope,,,Traditional Cuisine,,
La Cocina de Manuel,,,"Traditional Cuisine, Modern Cuisine",,
Komfort,,,Contemporary,,
Del Oso,,,Home Cooking,,
Silbo Gomero,,,Contemporary,,
O Balado,,,Traditional Cuisine,,
El Equilibrista 33,,,"Creative, Traditional Cuisine",,
Le Bistrot Gastronómico,,,Fusion,,
Pau,,,"Rice Dishes, Traditional Cuisine",,
Terreo Cocina Casual,,,Contemporary,,
Miceli,,,Traditional Cuisine,,
Quinqué,,,Traditional Cuisine,,
Gala,,,Farm to table,,
La Lechería,,,"Traditional Cuisine, Regional Cuisine",,
Vapor Gastronòmic,,,Regional Cuisine,,
Avenir,,,Contemporary,,
Asador Gonzaba,,,Meats and Grills,,
La Cuchara de San Lorenzo,,,Traditional Cuisine,,
La Taberna de Almodóvar,,,Traditional Cuisine,,
Els Caçadors,,,Traditional Cuisine,,
El Yantar La Cocina de Pilar,,,"Fusion, Traditional Cuisine",,
La Cocina de Ramón,,,Traditional Cuisine,,
Tepic,,,Mexican,,
Terraza Carmona,,,Regional Cuisine,,
Cantina La Estación,,,Modern Cuisine,,
Blanqueries,,,Modern Cuisine,,
La Gruta,,,International,,
A Taberna do Trasno,,,"Traditional Cuisine, Fusion",,
Trasiego,,,Traditional Cuisine,,
Antoni Rubies,,,Rice Dishes,,
La Posada de Águeda,,,Traditional Cuisine,,
Es Terral,,,French,,
El Espejo - Sanlúcar,,,Modern Cuisine,,
Llantén,,,Traditional Cuisine,,
El Jardín de la Sal,,,"Regional Cuisine, Farm to table",,
L'Algadir del Delta,,,"Traditional Cuisine, Creative",,
Olea Comedor,,,"Modern Cuisine, Fusion",,
Furancho La Zapatería,,,Galician,,
El Montañés,,,Contemporary,,
Sobretablas,,,"Contemporary, Modern Cuisine",,
Existe,,,Traditional Cuisine,,
La Xarxa,,,"Rice Dishes, Contemporary",,
Aimia,,,Modern Cuisine,,
Can Boix,,,Regional Cuisine,,
Casa Chongastán,,,"Seasonal Cuisine, Traditional Cuisine",,
2 Estaciones,,,Mediterranean Cuisine,,
Can Poal,,,Traditional Cuisine,,
Hostal Jaumet,,,Regional Cuisine,,
Los Fueros,,,Basque,,
Mirko Carturan Cuiner,,,Modern Cuisine,,
Alberca,,,Traditional Cuisine,,
El Secreto de Chimiche,,,"Traditional Cuisine, Meats and Grills",,
La Barra de Kaymus,,,Traditional Cuisine,,
Garbí,,,Catalan,,
Las Termas,,,"Regional Cuisine, Home Cooking",,
La Bola de Jorge Bosch,,,Traditional Cuisine,,
Treze,,,Seasonal Cuisine,,
Cami·Vell,,,"Traditional Cuisine, Contemporary",,
El Buey,,,Traditional Cuisine,,
Asador La Chumbera,,,Traditional Cuisine,,
El Cel de les Oques,,,Modern Cuisine,,
Elías,,,Grills,,
La Teja Azul,,,Traditional Cuisine,,
Casa Chesmy,,,Traditional Cuisine,,
El Risco,,,"Seafood, Farm to table",,
El Chaleco,,,French,,
Consolación,,,Traditional Cuisine,,
Casa el Tio David,,,"Regional Cuisine, Mediterranean Cuisine",,
Napicol,,,"Rice Dishes, Farm to table",,
La Rebotica,,,Regional Cuisine,,
Sisapo,,,Fusion,,
Cruix,,,Contemporary,,
Casa Barqueiro,,,Galician,,
Las Musas,,,Regional Cuisine,,
Tres por Cuatro,,,Contemporary,,
Donamaria'ko Benta,,,Traditional Cuisine,,
La Cosmo,,,Andalusian,,
Coscolo,,,"Traditional Cuisine, Regional Cuisine",,
Bacaro,,,Italian,,
acebuche,,,Contemporary; Fusion,,
Agua Salada,,,"Contemporary, Traditional Cuisine",,
Brel,,,"International, Mediterranean Cuisine",,
A Viaxe,,,Fusion,,
El Rinconcico,,,Traditional Cuisine,,
Saó,,,"Traditional Cuisine, Creative",,
Arteaga Landetxea,,,Basque,,
La Farola,,,Contemporary,,
Rubén Miralles,,,"Modern Cuisine, Contemporary",,
La Montería,,,Traditional Cuisine,,
Juan Veintitrés,,,Traditional Cuisine,,
Becook,,,"Fusion, Modern Cuisine",,
Nardi,,,Regional Cuisine,,
Pacífico,,,Modern Cuisine,,
Vinatea,,,Contemporary,,
Daluan,,,"Modern Cuisine, Traditional Cuisine",,
Mesón del Pastor,,,"Regional Cuisine, Traditional Cuisine",,
A Xanela Gastronómica,,,Contemporary,,
Almanaque Casa de Comidas,,,"Contemporary, Andalusian",,
Arrocería Maribel,,,Rice Dishes,,
Somiatruites,,,Contemporary,,
Al Margen,,,Traditional Cuisine,,
La Finca - Villa Xarahiz,,,Regional Cuisine,,
Bar Verat,,,Fusion,,
Maskarada,,,"Pork, Regional Cuisine",,
El Aguarde,,,Traditional Cuisine,,
El de Alberto,,,Modern Cuisine,,
Santé,,,Farm to table,,
El Origen,,,Traditional Cuisine,,
Canteré,,,"Traditional Cuisine, Creative",,
Brigecio,,,Traditional Cuisine,,
La Cantina de Diego,,,Traditional Cuisine,,
El Raier,,,Contemporary,,
Qiao Ai Lai Lai Xiao Long (Huangpu),,,Dim Sum,,
Tasty Congee & Noodle Wantun Shop,,,Noodles and Congee,,
A Niang Mian Guan,,,Noodles,,
Rong Cuisine,,,Taizhou,,
Mao Long,,,Shanghainese,,
Cong's Kitchen,,,Shanghainese,,
Nanxiang Steamed Bun (Yuyuan Road),,,Dim Sum,,
Polux,,,French,,
Yangzhou Fan Dian (Huangpu),,,Huaiyang,,
Jingmei Wuxi Noodles (Jingan),,,Noodles,,
Xiao Tao Mian Guan,,,Noodles,,
The Lakeside Veggie,,,Vegetarian,,
YongFu Mini (Pudong),,,Ningbo,,
Lao Di Fang Mian Guan,,,Noodles,,
Ho Hung Kee,,,Noodles and Congee,,
Lan Xin (Jinxian Road),,,Shanghainese,,
Mi Thai,,,Thai,,
Lu Bo Lang,,,Shanghainese,,
Rongjia Noodles Soup with Yellow Croaker (Jingan),,,Noodles,,
Hao Sheng,,,Shanghainese,,
Chun,,,Shanghainese,,
Gong De Lin (West Nanjing Road),,,Vegetarian,,
Easeful Cuisine (Jingan),,,Jiangzhe,,
Wang Lu,,,Chinese,,
Yu Ge Zhanjiang (Jingan),,,Cantonese,,
Da Hu Chun (Middle Sichuan Road),,,Dim Sum,,
Yu Du Lao Wei Mian (Huangpu),,,Noodles,,
Yunhe Noodle (Huangpu),,,"Noodles, Shanghainese",,
Leen's,,,Middle Eastern,,
Lum Lai Duck Meat Koay Teow Th'ng,,,Street Food,,
Laksalicious,,,Malaysian,,
Penang Road Famous Jin Kor Char Kuey Teow,,,Street Food,,
Siam Road Char Koay Teow,,,Street Food,,
Sister Yao’s Char Koay Kak,,,Street Food,,
BM Yam Rice,,,Teochew,,
Duck Blood Curry Mee,,,Street Food,,
Roti by d'Tandoor,,,Indian,,
Hor Poh Cuisine,,,Hakkanese,,
Jalan Ipoh Claypot Chicken Rice,,,Street Food,,
Bridge Street Prawn Noodle,,,Noodles,,
Moh Teng Pheow Nyonya Koay,,,Small eats,,
Ivy's Nyonya Cuisine,,,Peranakan,,
Coast by Kayra,,,Indian,,
Ravi's Famous Apom Manis,,,Street Food,,
Serabai Istimewa,,,Street Food,,
Wan Dao Tou Assam Laksa,,,Street Food,,
BM Cathay Pancake,,,Street Food,,
Sek Yuen,,,Cantonese,,
Hot Bowl White Curry Mee,,,Noodles,,
Rasa Rasa,,,Peranakan,,
Aliyaa,,,Sri Lankan,,
Restoran Pik Wah,,,Cantonese,,
Lai Foong Lala Noodles,,,Noodles,,
Winn's Cafe,,,Peranakan,,
Super Star Koay Teow Soup,,,Street Food,,
De. Wan 1958 (Taman U Thant),,,Malaysian,,
Congkak (Bukit Bintang),,,Malaysian,,
Sin Kiew Yee Shin Kee Beef Noodles,,,Noodles,,
Ah Boy Koay Teow Th'ng,,,Street Food,,
Thara,,,Thai,,
Sao Nam,,,Vietnamese,,
Communal Table by Gēn,,,Malaysian,,
Green House Prawn Mee & Loh Mee (223 Jalan Burma),,,Street Food,,
Hing Kee Bakuteh (121 Jalan Kepong),,,Malaysian,,
Ming Qin Charcoal Duck Egg Char Koay Teow,,,Noodles,,
Hai Kah Lang (Taman Cheras),,,Seafood,,
Bibik's Kitchen,,,Peranakan,,
Sardaarji,,,Indian,,
Nam Heong Chicken Rice (City Centre),,,Malaysian,,
Neighbourwood,,,European Contemporary,,
Wong Mei Kee,,,Street Food,,
Ghee Lian,,,Street Food,,
Taman Bukit Curry Mee,,,Street Food,,
Tho Yuen,,,Cantonese,,
Penang Road Famous Laksa,,,Street Food,,
Heun Kee Claypot Chicken Rice (Pudu),,,Cantonese,,
Anak Baba,,,"Malaysian, Peranakan",,
Foong Lian,,,Cantonese,,
MTR 1924,,,Indian Vegetarian,,
My Own Café,,,Street Food,,
Nasi Ayam Hainan Chee Meng (Jalan Kelang Lama),,,Malaysian,,
Sri Nirwana Maju,,,Indian,,
Ah Hei Bak Kut Teh,,,Malaysian,,
Teksen,,,Cantonese,,
La Santa Barbacha,,,Mexican,,
Tejas Chocolate + Barbecue,,,Barbecue,,
nobie's,,,American,,
Kemuri Tatsu-ya,,,"Izakaya, Barbecue",,
Distant Relatives,,,Barbecue,,
Burnt Bean Co.,,,Barbecue,,
Cattleack Barbeque,,,Barbecue,,
Blood Bros BBQ,,,"Barbecue, Asian",,
Goldee’s,,,"Barbecue, American",,
Morel Bistroo,,,Modern Cuisine,,
TOKO,,,Modern Cuisine,,
NOA,,,Modern Cuisine,,
Tchaikovsky,,,"Modern Cuisine, Russian",,
Barbs B Q,,,"Barbecue, American",,
Ramen del Barrio,,,"Fusion, Ramen",,
Lucia,,,Italian,,
Cuantos Tacos,,,"Mexican, Regional Cuisine",,
Franklin Barbecue,,,"Barbecue, Regional Cuisine",,
Killen's BBQ,,,Barbecue,,
Gemma,,,American,,
Rosie Cannonball,,,"Contemporary, Italian",,
The Pit Room,,,"Barbecue, Mexican",,
Ngon Vietnamese Kitchen,,,Vietnamese,,
Emmer & Rye,,,"American, Contemporary",,
nonna,,,Italian,,
KG BBQ,,,"Barbecue, Egyptian",,
Rosemeyer Bar-B-Q,,,Barbecue,,
Ema,,,Mexican,,
Nancy's Hustle,,,Contemporary,,
Street to Kitchen,,,Thai,,
Cullum's Attaboy,,,"French, American",,
Nam Giao,,,Vietnamese,,
Belly of the Beast,,,"Mexican, Contemporary",,
Truth BBQ,,,Barbecue,,
Mala Sichuan Bistro,,,"Chinese, Sichuan",,
Killen's,,,"American, Southern",,
Theodore Rex,,,Contemporary,,
Dai Due,,,"American, Regional Cuisine",,
The Jerk Shack,,,"Jamaican, Caribbean",,
Briscuits,,,Barbecue,,
Micklethwait Craft Meats,,,"Barbecue, Regional Cuisine",,
Odd Duck,,,"American, Contemporary",,
Ladino,,,"Mediterranean Cuisine, Regional Cuisine",,
Pinkerton's Barbecue,,,Barbecue,,
Một Hai Ba,,,"Fusion, Vietnamese",,
Veracruz Fonda & Bar,,,"Mexican, Regional Cuisine",,
Nixta Taqueria,,,"Mexican, Regional Cuisine",,
Southerleigh Fine Food & Brewery,,,"American, Southern",,
Il Tirabusciò,,,"Tuscan, Contemporary",,
Osteria dell'Accademia,,,Regional Cuisine,,
Fratelli Bruzzone,,,Piedmontese,,
Ostaria Pignatelli,,,Campanian,,
Altavilla,,,"Cuisine from Valtellina, Regional Cuisine",,
La Villa,,,"Cuisine from Basilicata, Traditional Cuisine",,
Antica Trattoria Gianna,,,"Lombardian, Country cooking",,
Oberraindlhof,,,"Traditional Cuisine, Regional Cuisine",,
Fracia,,,"Cuisine from Valtellina, Traditional Cuisine",,
Clemente,,,"Cuisine from Abruzzo, Traditional Cuisine",,
Dalla Rosa Alda,,,"Venetian, Traditional Cuisine",,
Nida,,,Japanese,,
Hostaria Viola,,,"Mantuan, Lombardian",,
Vez,,,Modern Cuisine,,
Cile's,,,"Seafood, Classic Cuisine",,
Trattoria Antichi Sapori,,,"Emilian, Traditional Cuisine",,
Old Friend,,,"Farm to table, Seasonal Cuisine",,
Palmerino - Il Bacalà a Sandrigo,,,"Venetian, Seafood",,
Trattoria da Marino,,,"Tuscan, Traditional Cuisine",,
Scannabue Caffè Restaurant,,,Country cooking,,
Camiano Piccolo,,,"Umbrian, Traditional Cuisine",,
Osteria Le Panzanelle,,,Tuscan,,
Raieü,,,"Seafood, Ligurian",,
Antica Trattoria da Miculan,,,Regional Cuisine,,
Foresta,,,"Regional Cuisine, Classic Cuisine",,
La Tradizione - Cucina Casalinga,,,"Apulian, Traditional Cuisine",,
Osteria de Börg,,,"Cuisine from Romagna, Traditional Cuisine",,
Antica Trattoria la Grotta dal 1918,,,"Emilian, Country cooking",,
Del Belbo - Da Bardon,,,"Piedmontese, Traditional Cuisine",,
Trattoria Losanna,,,"Piedmontese, Regional Cuisine",,
Casa del Vino della Vallagarina,,,"Regional Cuisine, Seasonal Cuisine",,
Angiolina,,,"Campanian, Traditional Cuisine",,
Osteria Didù,,,"Seafood, Ligurian",,
Osteria Numero 2,,,"Italian, Classic Cuisine",,
Osteria La Solita Zuppa,,,"Tuscan, Traditional Cuisine",,
Osteria Zanchetti,,,"Country cooking, Seasonal Cuisine",,
Trattoria Ai Due Platani,,,"Emilian, Traditional Cuisine",,
Dell'Alba,,,"Lombardian, Traditional Cuisine",,
Italia,,,"Piedmontese, Contemporary",,
Osteria dal Moro,,,"Cuisine from Abruzzo, Seafood",,
Osteria Veglio,,,Piedmontese,,
Osteria Madonnetta,,,Traditional Cuisine,,
Buatta Cucina Popolana,,,Sicilian,,
Antica Trattoria Cattivelli,,,Country cooking,,
Contesto Alimentare,,,"Italian, Modern Cuisine",,
Andrea - Sapori Montani,,,Sicilian,,
Burro & Alici,,,"Seafood, Classic Cuisine",,
Roma,,,"Ligurian, Seasonal Cuisine",,
Il Ciabot,,,"Piedmontese, Modern Cuisine",,
L'Oste Dispensa,,,"Organic, Farm to table",,
Luna Rossa,,,Cuisine from Basilicata,,
Al Piave,,,"Friulian, Seasonal Cuisine",,
Taverna dei Caldora,,,"Cuisine from Abruzzo, Meats and Grills",,
13 Comuni,,,"Regional Cuisine, Traditional Cuisine",,
Upepidde,,,"Apulian, Regional Cuisine",,
Taverna del Grappolo Blu,,,Tuscan,,
Al Palazzon,,,"Venetian, Classic Cuisine",,
Serendib,,,"Indian, Asian",,
Stella,,,"Country cooking, Traditional Cuisine",,
Trattoria Lanzagallo,,,"Seafood, Traditional Cuisine",,
Podere San Faustino,,,"Emilian, Traditional Cuisine",,
Osteria Borsò Gambrinus,,,"Venetian, Seasonal Cuisine",,
Osteria la Fefa,,,"Emilian, Traditional Cuisine",,
Antica Trattoria La Toppa,,,Tuscan,,
Dalla Libera,,,"Contemporary, Traditional Cuisine",,
Apollonia,,,"Regional Cuisine, Traditional Cuisine",,
L'Acino,,,"Piedmontese, Traditional Cuisine",,
QuarantunoDodici,,,"Seafood, Mediterranean Cuisine",,
Boivin,,,"Regional Cuisine, Seasonal Cuisine",,
Rosselli 77,,,"Piedmontese, Traditional Cuisine",,
Krone,,,"Regional Cuisine, Traditional Cuisine",,
Buscone,,,"Country cooking, Traditional Cuisine",,
Antica Locanda al Cervo - Landgasthof zum Hirschen,,,"Regional Cuisine, Traditional Cuisine",,
Veneziano,,,"Sicilian, Traditional Cuisine",,
Terme,,,Ligurian,,
Al Bersagliere,,,"Venetian, Traditional Cuisine",,
Trattoria da Paeto,,,"Country cooking, Traditional Cuisine",,
Il Sogno,,,"Country cooking, Traditional Cuisine",,
Tre Noghere,,,"Regional Cuisine, Traditional Cuisine",,
Da Giannino - L'Angolo d'Abruzzo,,,"Cuisine from Abruzzo, Traditional Cuisine",,
Domenico dal 1968,,,"Roman, Cuisine from Lazio",,
La Campanara,,,Regional Cuisine,,
La Brinca,,,"Ligurian, Traditional Cuisine",,
Sa Mandra,,,"Sardinian, Traditional Cuisine",,
Borgo Spoltino,,,"Cuisine from Abruzzo, Traditional Cuisine",,
Zeb,,,"Farm to table, Traditional Cuisine",,
Trattoria alla Ruota,,,"Venetian, Modern Cuisine",,
Da Burde,,,"Tuscan, Traditional Cuisine",,
Locanda del Capitano & Tipico Osteria,,,"Umbrian, Traditional Cuisine",,
Da Marchesi,,,Country cooking,,
Le Antiche Sere,,,"Apulian, Seafood",,
Osteria Piazzetta Cattedrale,,,"Apulian, Modern Cuisine",,
Antica Osteria,,,"Regional Cuisine, Seasonal Cuisine",,
La Cuccagna Giro di Vite,,,Apulian,,
Vecchio Porto,,,"Seafood, Contemporary",,
Le Miniere,,,"Piedmontese, Traditional Cuisine",,
Locanda Cacciatori,,,"Emilian, Home Cooking",,
Osteria della Villetta,,,"Lombardian, Traditional Cuisine",,
Green T.,,,"Chinese, Asian Contemporary",,
"Da Flavio e Fabrizio ""Al Teatro""",,,"Seafood, Venetian",,
Trattoria Cibrèo - Il Cibrèino,,,"Traditional Cuisine, Tuscan",,
La Chioccia d'Oro,,,"Country cooking, Campanian",,
Cantina dei Cacciatori,,,"Piedmontese, Traditional Cuisine",,
Lo Stuzzichino,,,"Campanian, Traditional Cuisine",,
Taverna 58,,,"Cuisine from Abruzzo, Traditional Cuisine",,
Il Conte Matto,,,"Tuscan, Traditional Cuisine",,
Villa Aurora,,,Classic Cuisine,,
La Fratanza,,,"Campanian, Traditional Cuisine",,
Bruxaboschi,,,"Ligurian, Traditional Cuisine",,
Trattoria da Fagiolino,,,Tuscan,,
Romani,,,Emilian,,
La Cucoma,,,"Seafood, Seasonal Cuisine",,
Trippa,,,"Italian, Seasonal Cuisine",,
L'800,,,"Emilian, Traditional Cuisine",,
Al Convento - Casa Torrente,,,"Campanian, Mediterranean Cuisine",,
Dongiò,,,"Calabrian, Traditional Cuisine",,
Nana Piccolo Bistrò,,,"Modern Cuisine, International",,
Hosteria Grappolo d'Oro,,,"Roman, Traditional Cuisine",,
Locanda da Condo,,,"Venetian, Traditional Cuisine",,
Alla Pace,,,"Friulian, Traditional Cuisine",,
Il Latini,,,"Tuscan, Traditional Cuisine",,
Lokanda Devetak,,,"Regional Cuisine, Traditional Cuisine",,
Antiche Sere,,,"Piedmontese, Traditional Cuisine",,
Forma,,,Italian Contemporary,,
Maso Palù,,,"Regional Cuisine, Alpine",,
Coxinendi,,,"Sardinian, Creative",,
Agritur El Mas,,,"Regional Cuisine, Alpine",,
Il Sottomarino,,,Seafood,,
Edelweiss,,,"Country cooking, Seasonal Cuisine",,
Antica Locanda di Sesto,,,"Tuscan, Regional Cuisine",,
Caffè Grande,,,"Emilian, Country cooking",,
La Baita,,,"Emilian, Seasonal Cuisine",,
Vecchia Lama,,,"Emilian, Meats and Grills",,
Dei Cantoni,,,Cuisine from Romagna,,
La Bucaccia,,,Tuscan,,
Osteria dei Segreti,,,"Cuisine from the Marches, Meats and Grills",,
Osteria Dalie e Fagioli,,,"Country cooking, Modern Cuisine",,
Lerchner's In Runggen,,,"South Tyrolean, Seasonal Cuisine",,
La Dispensa di Armatore,,,"Seafood, Campanian",,
Da Giocondo,,,"Cuisine from Abruzzo, Traditional Cuisine",,
Nuova Roma,,,"Emilian, Traditional Cuisine",,
Osteria del Gallo e della Volpe,,,"Campanian, Modern Cuisine",,
Impero,,,"Piedmontese, Regional Cuisine",,
La Locanda del Falco,,,"Piedmontese, Traditional Cuisine",,
Il Casolare dei Segreti,,,"Cuisine from the Marches, Traditional Cuisine",,
Osteria Platzegg,,,"Regional Cuisine, Classic Cuisine",,
Salotto sul Mare,,,"Sicilian, Traditional Cuisine",,
Moi,,,"Seasonal Cuisine, Contemporary",,
Trattoria della Fortuna,,,"Regional Cuisine, Seasonal Cuisine",,
Ronchi Rò,,,"Regional Cuisine, Country cooking",,
I Tri Siochètt,,,Emilian,,
Rimulas,,,"Innovative, Lombardian",,
Ca' d'Frara,,,Emilian,,
ChiaroScuro,,,"Sardinian, Traditional Cuisine",,
Mezzolitro Vini e Cucina,,,Cuisine from Abruzzo,,
Da Sapì,,,"Lombardian, Contemporary",,
Locanda delle Grazie,,,"Mantuan, Seasonal Cuisine",,
L'Ortone,,,"Italian, Seasonal Cuisine",,
L'Osteria della Trippa,,,"Cuisine from Lazio, Traditional Cuisine",,
Su Gologone,,,"Sardinian, Traditional Cuisine",,
Vecchia Marina,,,"Seafood, Classic Cuisine",,
La Locanda Gesù Vecchio,,,"Campanian, Traditional Cuisine",,
Consorzio,,,"Piedmontese, Traditional Cuisine",,
Magazzino 52,,,Italian Contemporary,,
Oishi,,,"Japanese, Fusion",,
Nerina,,,"Regional Cuisine, Seasonal Cuisine",,
Ostaria Tyrol,,,"Country cooking, Traditional Cuisine",,
Estrò,,,"Contemporary, Country cooking",,
Podere 39,,,"Tuscan, Country cooking",,
Da Gregorio,,,Umbrian,,
Coquus,,,"Traditional Cuisine, Apulian",,
Rosmarino,,,Ligurian,,
Locanda Pincelli,,,"Creative, Emilian",,
Cibus,,,"Apulian, Country cooking",,
Trattoria al Parco,,,"Country cooking, Grills",,
Al Monastero,,,Regional Cuisine,,
Al Cambio,,,"Emilian, Traditional Cuisine",,
Osteria Mondo d'Oro,,,"Italian, Seasonal Cuisine",,
Trattoria da Zamboni,,,"Classic Cuisine, Italian Contemporary",,
Trattoria di Via Serra,,,"Emilian, Traditional Cuisine",,
Il Ritrovo d'Abruzzo,,,"Country cooking, Modern Cuisine",,
Me Cumpari Turiddu,,,Sicilian,,
Antica Filanda,,,"Sicilian, Modern Cuisine",,
Vögele,,,"Regional Cuisine, Traditional Cuisine",,
Antica Fattoria del Grottaione,,,"Tuscan, Traditional Cuisine",,
La Pignata,,,"Campanian, Traditional Cuisine",,
Il Turacciolo,,,"Apulian, Modern Cuisine",,
Da Felice,,,"Ligurian, Seafood",,
Trattoria da Probo,,,"Emilian, Classic Cuisine",,
Alla Pasina,,,"Venetian, Classic Cuisine",,
CUCINA.eat,,,Modern Cuisine,,
L'Acquario,,,"Umbrian, Traditional Cuisine",,
Nole,,,"Italian Contemporary, Italian",,
L'Ostreria Fratelli Pavesi,,,"Country cooking, Modern Cuisine",,
Osteria dei Maltagliati,,,"Farm to table, Regional Cuisine",,
Osteria Ophis,,,"Cuisine from the Marches, Modern Cuisine",,
Al Borgo,,,"Piedmontese, Traditional Cuisine",,
Gassenwirt,,,"Country cooking, Home Cooking",,
La Gioconda,,,"Country cooking, Modern Cuisine",,
Osteria La Torre,,,Piedmontese,,
Perbacco - Vini e Cucina,,,"Umbrian, Traditional Cuisine",,
Trattoria Porteri,,,"Lombardian, Regional Cuisine",,
Al Becco della Civetta,,,Cuisine from Basilicata,,
Da Fausto,,,"Piedmontese, Traditional Cuisine",,
Borgo Poscolle,,,Traditional Cuisine,,
Castagneto,,,Piedmontese,,
Osteria San Giulio,,,"Piedmontese, Country cooking",,
Kanton Restaurant,,,"Chinese, Modern Cuisine",,
Sot'Ajarchi,,,"Seafood, Cuisine from the Marches",,
Il Moro,,,"Piedmontese, Traditional Cuisine",,
Osteria Bartolini,,,"Seafood, Seasonal Cuisine",,
Accademia Ristorante,,,Country cooking,,
Trattoria Pennestri,,,"Cuisine from Lazio, Seasonal Cuisine",,
Caffè La Crepa,,,Lombardian,,
Dentella,,,Country cooking,,
Gabbiano 1983,,,"Lombardian, Traditional Cuisine",,
Futura Osteria,,,"Tuscan, Traditional Cuisine",,
Ahimè,,,Country cooking,,
Vascello d'Oro,,,"Piedmontese, Traditional Cuisine",,
Romanè,,,"Roman, Cuisine from Lazio",,
Osteria del Miglio 2.10,,,"Lombardian, Traditional Cuisine",,
Antichi Sapori,,,"Apulian, Traditional Cuisine",,
Da Alighiero,,,Tuscan,,
Namo Ristobottega,,,"Seasonal Cuisine, Farm to table",,
Laghetto,,,"Cuisine from the Aosta Valley, Italian",,
Magnagallo,,,"Emilian, Traditional Cuisine",,
Aciniello,,,Traditional Cuisine,,
Osteria Expanificio,,,"Sicilian, Traditional Cuisine",,
Osteria Magona,,,"Tuscan, Meats and Grills",,
Locanda del Barone,,,Cuisine from Abruzzo,,
Ai Burattini,,,Country cooking,,
Locanda Mariella,,,"Emilian, Modern Cuisine",,
Da Pode,,,"Tuscan, Traditional Cuisine",,
Battaglino,,,"Piedmontese, Traditional Cuisine",,
Palazzaccio,,,"Sicilian, Country cooking",,
Osteria del Boccondivino,,,"Piedmontese, Traditional Cuisine",,
Il Fiorile,,,"Piedmontese, Seasonal Cuisine",,
Osteria La Pimpinella,,,"Contemporary, Regional Cuisine",,
Mingone,,,"Cuisine from Lazio, Seafood",,
Violetta,,,"Piedmontese, Traditional Cuisine",,
Il Cedro,,,Tuscan,,
53 Untitled,,,"Italian Contemporary, Italian",,
Al Mrzab,,,Emirati Cuisine,,
Mika,,,Mediterranean Cuisine,,
ťazal,,,"Mediterranean Cuisine, Creative",,
Beirut Sur Mer,,,Lebanese,,
ryba,,,Seafood,,
Almayass,,,"Lebanese, Armenian",,
Otoro,,,Japanese Contemporary,,
Superica,,,Tex-Mex,,
Table & Main,,,Southern,,
Heirloom Market BBQ,,,Barbecue,,
Masterpiece,,,"Chinese, Sichuan",,
The Busy Bee,,,Southern,,
Antico Pizza Napoletana,,,Pizza,,
Estrellita,,,Filipino,,
Whoopsie's,,,American,,
Arepa Mia,,,"Venezuelan, Small eats",,
Little Bear,,,Contemporary,,
Fishmonger,,,Seafood,,
Bomb Biscuit Co.,,,Southern,,
Banshee,,,American,,
Fred's Meat & Bread,,,American,,
Snatch,,,Italian,,
Shōyu,,,"Japanese, Ramen",,
Milda,,,Traditional Cuisine,,
STÜVA in der Krone - Säumerei am Inn,,,"Traditional Cuisine, Regional Cuisine",,
Gül,,,"Turkish, Mediterranean Cuisine",,
Agorà,,,"Italian, Classic Cuisine",,
